Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
ko05120,0.49039153075773667,0.9595792394408169,0.5,0.9790363945196635,91,7,K03196;K02145;K14048;K08303;K01428;K02147;K03191,K03196
ko05323,0.6189723777669129,0.9627700952252086,0.6666666666666666,0.9794238683127571,67,3,K14379;K02145;K02147,K14379;K02145
ko04922,-0.392599481641769,-0.8158584484414926,1.0,0.9801200399543883,57,11,K11262;K03841;K00850;K00688;K00873;K04345;K00161;K00162;K00016;K01596;K01834,K04345;K00161;K00162;K00016;K01596;K01834
ko00523,0.4069626971908471,0.9542627573816815,0.5,0.9814471388217252,59,11,K23144;K16436;K20680;K16435;K00973;K13328;K00067;K13327;K17947;K01790;K01710,K23144;K16436
ko05166,-0.6019072248262981,-0.8008075129935401,0.75,0.9815286349315955,188,2,K05770;K04345,K05770;K04345
ko00603,-0.42984157775620496,-0.8015081528471687,1.0,0.9855131605794736,15,3,K12373;K07406;K07407,K12373;K07406;K07407
ko03013,0.3366265911854923,0.9427773677876955,0.5,0.9866414648004918,142,9,K18655;K03231;K03243;K03113;K03242;K00784;K00974;K03239;K14326,K18655;K03231;K03243;K03113
ko00500,-0.2146728144069051,-0.8061416110144577,1.0,0.9899350235698816,106,75,K00701;K13810;K15916;K22934;K00697;K06044;K01087;K01236;K01208;K15778;K21574;K00689;K01838;K02759;K16055;K16146;K05988;K02438;K07405;K01194;K00694;K00703;K05992;K05342;K00692;K00847;K00688;K00844;K00845;K00975;K00978;K00702;K01222;K16153;K02761;K05349;K06896;K01187;K02760;K02810;K16149;K01179;K01223;K01232;K00700;K01193;K01835;K01810;K02750;K06859;K01212;K02791;K01182;K02777;K00691;K20108;K01200;K01188;K01214;K00705;K00690;K05341;K15779;K05350;K01176;K02819;K01226;K22451;K13057;K00963;K05343;K01210;K16147;K16148;K16150,K02750;K06859;K01212;K02791;K01182;K02777;K00691;K20108;K01200;K01188;K01214;K00705;K00690;K05341;K15779;K05350;K01176;K02819;K01226;K22451;K13057;K00963;K05343;K01210;K16147;K16148;K16150
ko00071,-0.3159350316824775,-0.8026468772227278,1.0,0.9904622157006602,58,22,K00529;K01825;K06445;K01782;K00121;K13954;K00626;K05939;K00248;K00001;K07511;K00252;K00632;K00128;K05297;K07513;K01897;K01692;K07516;K04072;K00249;K13953,K00632;K00128;K05297;K07513;K01897;K01692;K07516;K04072;K00249;K13953
ko00261,0.4414537700715167,0.9435579121478759,0.5714285714285714,0.992158349617445,28,11,K12525;K00958;K16422;K12524;K00957;K00956;K01714;K00955;K00215;K00928;K00133,K12525;K00958;K16422;K12524;K00957;K00956
ko04071,0.6467917689196926,0.9231507779505433,0.8333333333333334,0.9984600577478345,82,3,K06276;K12349;K05665,K06276;K12349
ko00073,,,0.0,1.0,14,0,,
ko00196,,,0.0,1.0,42,0,,
ko00232,,,0.0,1.0,16,0,,
ko00331,,,0.0,1.0,5,0,,
ko00363,,,0.0,1.0,2,0,,
ko00402,,,0.0,1.0,8,0,,
ko00403,,,0.0,1.0,13,0,,
ko00512,,,0.0,1.0,15,0,,
ko00522,,,0.0,1.0,59,0,,
ko00532,,,0.0,1.0,18,0,,
ko00533,,,0.0,1.0,14,0,,
ko00534,,,0.0,1.0,22,0,,
ko00563,,,0.0,1.0,27,0,,
ko00901,,,0.0,1.0,30,0,,
ko00902,,,0.0,1.0,41,0,,
ko00904,,,0.0,1.0,68,0,,
ko00905,,,0.0,1.0,11,0,,
ko00942,,,0.0,1.0,16,0,,
ko00943,,,0.0,1.0,18,0,,
ko00999,,,0.0,1.0,26,0,,
ko01052,,,0.0,1.0,127,0,,
ko01057,,,0.0,1.0,72,0,,
ko01058,,,0.0,1.0,2,0,,
ko01059,,,0.0,1.0,73,0,,
ko03230,,,0.0,1.0,93,0,,
ko04012,,,0.0,1.0,69,0,,
ko04060,,,0.0,1.0,273,0,,
ko04061,,,0.0,1.0,121,0,,
ko04064,,,0.0,1.0,97,0,,
ko04075,,,0.0,1.0,45,0,,
ko04130,,,0.0,1.0,35,0,,
ko04136,,,0.0,1.0,23,0,,
ko04215,,,0.0,1.0,40,0,,
ko04218,,,0.0,1.0,117,0,,
ko04320,,,0.0,1.0,28,0,,
ko04330,,,0.0,1.0,33,0,,
ko04350,,,0.0,1.0,83,0,,
ko04370,,,0.0,1.0,39,0,,
ko04392,,,0.0,1.0,25,0,,
ko04514,,,0.0,1.0,101,0,,
ko04610,,,0.0,1.0,81,0,,
ko04620,,,0.0,1.0,76,0,,
ko04623,,,0.0,1.0,51,0,,
ko04624,,,0.0,1.0,57,0,,
ko04625,,,0.0,1.0,82,0,,
ko04630,,,0.0,1.0,139,0,,
ko04640,,,0.0,1.0,80,0,,
ko04650,,,0.0,1.0,93,0,,
ko04658,,,0.0,1.0,67,0,,
ko04662,,,0.0,1.0,58,0,,
ko04666,,,0.0,1.0,64,0,,
ko04672,,,0.0,1.0,37,0,,
ko04710,,,0.0,1.0,24,0,,
ko04711,,,0.0,1.0,11,0,,
ko04712,,,0.0,1.0,27,0,,
ko04730,,,0.0,1.0,45,0,,
ko04744,,,0.0,1.0,18,0,,
ko04929,,,0.0,1.0,51,0,,
ko04950,,,0.0,1.0,26,0,,
ko05033,,,0.0,1.0,27,0,,
ko05144,,,0.0,1.0,67,0,,
ko05160,,,0.0,1.0,112,0,,
ko05169,,,0.0,1.0,172,0,,
ko05170,,,0.0,1.0,163,0,,
ko05212,,,0.0,1.0,63,0,,
ko05216,,,0.0,1.0,34,0,,
ko05217,,,0.0,1.0,48,0,,
ko05218,,,0.0,1.0,50,0,,
ko05220,,,0.0,1.0,63,0,,
ko05221,,,0.0,1.0,57,0,,
ko05224,,,0.0,1.0,105,0,,
ko05235,,,0.0,1.0,73,0,,
ko05310,,,0.0,1.0,20,0,,
ko05320,,,0.0,1.0,25,0,,
ko05321,,,0.0,1.0,54,0,,
ko05330,,,0.0,1.0,22,0,,
ko05332,,,0.0,1.0,22,0,,
ko00361,0.4625142584810997,0.9011697773043087,0.5,1.0,41,6,K01561;K01061;K07104;K01560;K01856;K01563,K01561;K01061
ko00604,0.5702973497091159,0.8568133535660098,0.5,1.0,14,1,K12373,K12373
ko00997,0.38971551778796076,0.8837192680748156,0.5,1.0,33,8,K17835;K21898;K21721;K21949;K03894;K03896;K03897;K03895,K17835
ko05135,0.641147038332977,0.9286639875658661,0.5,1.0,122,2,K13735;K05692,K13735
ko05322,0.7024886877828065,0.9253858435337949,0.5,1.0,45,1,K11089,K11089
ko00310,0.31055169303271724,0.8977248675856878,0.5714285714285714,1.0,89,28,K01825;K01582;K00137;K15737;K01782;K15736;K09251;K01843;K00658;K00290;K01844;K00626;K07250;K01035;K18011;K18012;K07511;K01034;K21672;K01506;K00135;K18014;K00252;K18013;K00824;K00128;K00382;K01692,K01825;K01582;K00137;K15737;K01782;K15736
ko00130,0.3067211768333342,0.8213238701722132,0.6,1.0,59,27,K18800;K03181;K03184;K03809;K03185;K01661;K03182;K19222;K02361;K03183;K01911;K20810;K00568;K03179;K02549;K02552;K11782;K19267;K03186;K18285;K11785;K08680;K11784;K00457;K02551;K02548;K00355,K18800;K03181;K03184;K03809;K03185;K01661;K03182;K19222;K02361
ko04962,0.5741585966248332,0.8545618421679586,0.6,1.0,33,2,K06027;K04345,K06027
ko00330,0.29999691543091545,0.9134120586593668,0.625,1.0,112,59,K09470;K09473;K09472;K01584;K00673;K00137;K01484;K05526;K06447;K01581;K00840;K21624;K01611;K00318;K01473;K09471;K02626;K00819;K01474;K01750;K01777;K10536;K00813;K00294;K23121;K09251;K00613;K00812;K12251;K00657;K13747;K00797;K13821;K01480;K01585;K01476;K10794;K01470;K00147;K12254;K00286;K03343;K01426;K00931;K21672;K01583;K11358;K00824;K00128;K01485;K12256;K10793;K00274;K01259;K12252;K12658;K12255;K22549;K18123,K09470;K09473;K09472;K01584;K00673;K00137;K01484;K05526;K06447;K01581;K00840;K21624;K01611;K00318;K01473;K09471;K02626;K00819;K01474;K01750;K01777;K10536;K00813;K00294;K23121
ko03015,0.5222914304904853,0.8522606498341236,0.625,1.0,63,3,K18655;K03265;K14326,K18655;K03265
ko00510,0.41305866356123333,0.7836745471536772,0.6666666666666666,1.0,45,4,K07151;K00721;K00737;K00729,K07151
ko00514,0.5717517776341321,0.7660772284373883,0.6666666666666666,1.0,31,1,K00728,K00728
ko00590,0.6617100371747136,0.8563637233581114,0.6666666666666666,1.0,45,2,K00432;K01058,K00432;K01058
ko00626,-0.4639900988714851,-0.7609844172306381,0.6666666666666666,1.0,29,6,K00121;K13954;K00480;K00001;K04072;K13953,K04072;K13953
ko00720,0.2600204201490292,0.8071877163120001,0.6666666666666666,1.0,112,70,K14466;K01849;K01848;K00242;K01682;K01007;K00247;K18210;K15024;K14465;K15036;K01847;K18604;K00024;K05606;K00241;K00174;K00176;K01500;K01676;K05299;K18556;K00626;K00175;K15019;K00246;K01678;K01962;K18209;K15022;K01963;K01677;K00197;K01960;K01961;K01959;K00194;K00625;K01895;K01958;K14534;K14138;K03737;K01006;K00196;K00177;K01681;K00245;K00244;K00297;K00239;K00031;K02160;K01938;K00925;K01491;K15023;K00198;K00172;K01679;K00169;K00170;K00240;K00171;K22015;K01902;K15016;K01903;K01595;K13788,K14466;K01849;K01848;K00242;K01682
ko00909,-0.5582673347341628,-0.7461305964615152,0.6666666666666666,1.0,73,2,K06045;K00801,K06045;K00801
ko04966,0.4936381545018739,0.7621901731035462,0.6666666666666666,1.0,17,2,K02145;K02147,K02145
ko05111,0.24198219579507255,0.7258545080530848,0.6666666666666666,1.0,106,43,K10939;K07689;K02456;K07678;K20966;K03557;K03087;K05851;K02452;K02462;K10943;K03606;K10924;K02461;K10912;K20962;K05946;K02457;K02460;K03092;K02459;K00640;K03563;K01912;K01791;K16554;K10941;K10909;K02455;K02779;K02453;K10916;K02472;K03666;K07173;K02777;K02405;K02458;K10942;K02454;K12276;K10914;K20959,K10939;K07689;K02456;K07678;K20966;K03557;K03087;K05851;K02452;K02462;K10943;K03606;K10924;K02461;K10912;K20962;K05946
ko05134,-0.28048887454179006,-0.5623752100755139,0.6666666666666666,1.0,69,7,K03231;K02406;K04077;K03596;K00239;K03283;K13525,K04077;K03596;K00239;K03283;K13525
ko03450,0.5507597801487415,0.8713325397332302,0.7142857142857143,1.0,19,3,K01971;K04799;K10979,K01971;K04799;K10979
ko04141,0.3247760714777872,0.7631040555637063,0.7142857142857143,1.0,144,12,K13989;K07151;K08852;K09503;K13993;K09490;K04079;K09487;K03283;K09523;K13525;K14002,K13989;K07151;K08852;K09503;K13993
ko04371,0.6096140590639452,0.8493044874257463,0.7142857142857143,1.0,104,2,K02991;K04345,K02991
ko00401,0.3178686742167019,0.8981125100258709,0.75,1.0,30,9,K14187;K00813;K00812;K00832;K00817;K11358;K04517;K00220;K12719,K14187
ko00531,0.48185550212003725,0.8483010534323928,0.75,1.0,15,7,K01565;K01205;K12373;K01197;K01195;K01207;K01135,K01565
ko00600,0.3856921169203352,0.8552326490900702,0.75,1.0,47,10,K01134;K12349;K01130;K01190;K00720;K01186;K07406;K07407;K01201;K17108,K01134;K12349;K01130
ko03008,-0.3140600997349153,-0.6062442342070966,0.75,1.0,82,8,K07178;K14572;K06943;K11131;K14575;K14571;K03685;K13288,K13288
ko04612,-0.38296152602649586,-0.6401640897512,0.75,1.0,46,3,K09490;K04079;K03283,K09490;K04079;K03283
ko05206,-0.2748391873999389,-0.5470576286704075,0.75,1.0,245,5,K17398;K01425;K00558;K05658;K05665,K05658;K05665
ko05208,0.25907693756539096,0.7156435688185476,0.75,1.0,173,16,K06276;K00799;K03942;K07755;K00234;K04565;K03781;K14394;K04564;K00002;K02132;K02133;K02256;K00412;K00413;K00355,K06276;K00799
ko00020,0.2066069243632554,0.7020313605675947,0.7777777777777778,1.0,62,48,K18118;K00242;K00116;K01682;K00247;K00163;K05942;K01616;K00234;K00658;K00024;K00241;K00174;K00176;K01676;K00175;K00246;K01678;K01677;K01610;K01960;K01959;K01958;K03737;K00177;K01681;K00245;K01647;K00244;K01899;K00239;K00164;K00031;K00627;K00026;K00172;K01679;K00161;K00169;K00170;K00030;K00240;K00171;K00162;K00382;K01902;K01596;K01903,K18118;K00242;K00116;K01682
ko00053,0.39853508209343674,0.8485950534005012,0.7777777777777778,1.0,61,29,K19588;K00064;K23007;K01630;K23004;K23003;K23005;K13877;K08092;K03078;K18983;K01708;K08679;K00002;K00012;K01706;K03077;K01195;K20023;K13875;K03476;K01683;K00128;K03475;K00880;K03079;K02822;K01053;K02821,K19588;K00064
ko00190,0.23540459027255384,0.6813094809922985,0.7777777777777778,1.0,219,82,K00424;K00405;K00242;K05579;K02257;K02298;K02297;K05575;K02299;K00404;K05588;K06019;K02827;K03942;K00247;K00331;K00425;K00341;K05577;K02145;K00234;K22468;K00337;K00342;K05573;K00241;K00426;K00339;K05582;K03885;K00340;K00343;K13378;K00330;K02121;K00246;K00338;K02124;K15986;K02120;K01535;K02117;K00332;K02300;K02118;K02123;K00937;K00333;K02109;K02108;K02112;K02147;K02114;K00335;K02111;K00245;K00244;K00336;K02115;K02132;K00239;K02107;K22501;K05587;K02110;K00334;K02122;K02119;K02113;K02133;K03890;K02256;K00240;K02276;K00412;K00413;K01507;K03891;K02275;K02259;K03889;K02274,K00424;K00405;K00242;K05579;K02257;K02298;K02297;K05575;K02299;K00404;K05588;K06019;K02827;K03942;K00247
ko00100,-0.5707821590174512,-0.7386339872014723,0.8,1.0,34,1,K00801,K00801
ko00623,0.4063261124244522,0.7940062684532477,0.8,1.0,46,5,K01061;K07546;K03380;K00055;K01856,K01061;K07546;K03380;K00055
ko03030,0.2807548541120385,0.7611622322689994,0.8,1.0,60,26,K02345;K10754;K02319;K02344;K07466;K02339;K04800;K03471;K04799;K10747;K03763;K02337;K03111;K02340;K03470;K02342;K01972;K02338;K02341;K02335;K02316;K02343;K02314;K03469;K02540;K10742,K02345;K10754;K02319
ko04979,-0.6018099547511292,-0.7241191568795208,0.8,1.0,49,1,K05770,K05770
ko05010,-0.29774319273917577,-0.6252677054878474,0.8,1.0,287,10,K08852;K03942;K00234;K02132;K02133;K00134;K02256;K05853;K00412;K00413,K02133;K00134;K02256;K05853;K00412;K00413
ko05205,0.4466568223402635,0.7396971440924427,0.8,1.0,165,6,K06276;K12823;K02991;K03685;K04345;K05692,K06276;K12823;K02991
ko00760,0.29859118505573734,0.8742658612887733,0.8333333333333334,1.0,97,46,K20447;K11121;K08723;K15358;K20449;K00322;K08324;K20881;K20446;K18029;K03462;K20448;K06989;K03787;K03783;K20451;K01081;K04765;K00278;K00767;K03517;K20452;K00952;K11751;K06211;K00323;K12410;K00858;K03742;K01950;K03743;K03426;K00763;K03784;K00969;K20453;K00135;K20454;K01916;K08693;K08281;K01239;K00325;K00324;K20450;K01240,K20447;K11121;K08723;K15358;K20449;K00322;K08324;K20881;K20446;K18029
ko00340,0.2922994015307871,0.8094539628132154,0.8571428571428571,1.0,47,29,K01458;K18912;K14152;K01479;K00603;K01590;K02502;K01468;K01712;K11755;K01745;K17363;K01089;K04486;K02500;K13990;K02501;K01814;K00765;K00817;K00013;K01693;K01663;K00128;K05602;K01496;K01523;K00274;K00129,K01458;K18912;K14152
ko00430,0.30129427182114626,0.6381213493882877,0.8571428571428571,1.0,23,13,K00260;K15371;K15024;K03119;K00259;K00625;K00925;K00681;K03851;K01580;K15372;K19244;K13788,K00260;K15371
ko04723,0.4248115409640832,0.6987594586479087,0.8571428571428571,1.0,119,3,K03942;K13985;K04345,K03942
ko05017,0.40835722876614244,0.6352760973845929,0.8571428571428571,1.0,116,5,K03124;K08852;K17680;K08956;K05853,K03124;K08852
ko03050,0.4264648062546219,0.6439921945678775,0.875,1.0,49,4,K03433;K03420;K03432;K13527,K03433;K03420;K03432
ko04960,0.6671461580098949,0.8825379972974761,0.875,1.0,26,2,K06276;K01539,K06276
ko00630,0.2236245763211988,0.704021343275866,0.8888888888888888,1.0,100,75,K01458;K01849;K01848;K01682;K11472;K00015;K07130;K12972;K01637;K01638;K01455;K22223;K00127;K01432;K01608;K00090;K07248;K01816;K01616;K15036;K01966;K00042;K01846;K01847;K22982;K01433;K00024;K05606;K00124;K00281;K19268;K14067;K00626;K01091;K03781;K00023;K14451;K00830;K00605;K04835;K00018;K01895;K03780;K00600;K03779;K11473;K01965;K00123;K07246;K01625;K01681;K00865;K00284;K01647;K01601;K01915;K00283;K00104;K17865;K15918;K11529;K02437;K00026;K00048;K00282;K11517;K00382;K08692;K14446;K19312;K22515;K01577;K01569;K11263;K18123,K01458;K01849;K01848;K01682;K11472;K00015;K07130;K12972;K01637;K01638;K01455;K22223;K00127;K01432;K01608;K00090;K07248;K01816;K01616;K15036;K01966;K00042;K01846;K01847;K22982;K01433;K00024;K05606
ko04112,0.24106417107702155,0.6829404949818101,0.8888888888888888,1.0,31,22,K02488;K02651;K11357;K11443;K13587;K03590;K11749;K13590;K01338;K07716;K03544;K03531;K03589;K02313;K03588;K13583;K02563;K13584;K02314;K01358;K13581;K06985,K02488;K02651
ko04122,0.32517269397674603,0.7257691447751238,0.8888888888888888,1.0,29,23,K11179;K07236;K07235;K11996;K07237;K03635;K21147;K03636;K04085;K21029;K01011;K21140;K00566;K03639;K03831;K03154;K04487;K03637;K03151;K21028;K21148;K03148;K03638,K11179;K07236;K07235;K11996;K07237;K03635;K21147;K03636;K04085;K21029;K01011
ko03060,0.31431826763035464,0.7441043583182343,0.9,1.0,39,21,K13301;K03425;K13280;K09490;K12257;K03072;K03071;K03118;K03075;K03100;K03116;K03217;K03070;K03076;K03073;K03110;K03117;K03101;K03106;K03210;K03074,K13301;K03425
ko00120,0.7410995904672091,0.8712492671802856,1.0,1.0,18,2,K01796;K01442,K01796
ko00121,0.18091998704243836,0.4095348667469343,1.0,1.0,15,15,K00076;K22606;K15868;K15874;K15872;K22605;K01442;K22607;K22604;K15870;K07007;K15871;K23231;K15869;K15873,K00076;K22606;K15868;K15874;K15872;K22605;K01442;K22607;K22604;K15870;K07007;K15871;K23231;K15869;K15873
ko00220,0.2316596682694691,0.6069311853292552,1.0,1.0,60,40,K00619;K00260;K15371;K00813;K14541;K00812;K01438;K14048;K00926;K01425;K09065;K14682;K01476;K01427;K01428;K14681;K00821;K22477;K01429;K23265;K00145;K01755;K01430;K00930;K01915;K00620;K05597;K00611;K01940;K00262;K01941;K01478;K05831;K01457;K11358;K14260;K22476;K00818;K05830;K00261,K00619;K00260;K15371
ko00250,0.24732886441902235,0.8216189556849613,1.0,1.0,70,49,K01954;K00260;K15371;K08324;K00823;K00813;K00294;K09758;K00812;K13566;K01425;K00259;K01914;K13821;K07250;K00830;K11541;K00278;K00266;K01955;K01424;K01953;K01939;K14681;K00610;K00764;K23265;K00265;K00820;K01755;K13051;K00264;K01915;K01956;K01756;K05597;K00609;K01940;K01744;K00262;K00135;K11358;K14260;K01580;K01779;K22457;K18310;K00261;K19244,K01954;K00260;K15371;K08324
ko00253,-0.33272116352067876,-0.5178356639328562,1.0,1.0,17,3,K18221;K05551;K12420,K05551;K12420
ko00260,-0.1356734812022163,-0.5603217080467623,1.0,1.0,99,58,K00276;K02204;K12525;K00108;K12972;K00998;K00090;K16066;K00613;K12524;K15634;K22982;K02203;K00130;K00281;K00639;K17103;K06001;K00836;K00060;K00830;K15633;K00605;K00018;K00600;K15635;K22305;K01694;K01695;K00865;K00303;K00058;K01733;K00302;K00283;K01696;K00003;K15918;K00928;K01753;K00133;K11529;K00831;K02437;K01754;K00282;K01620;K13745;K01752;K01758;K00382;K11440;K01079;K00872;K01834;K17217;K00274;K01697,K00302;K00283;K01696;K00003;K15918;K00928;K01753;K00133;K11529;K00831;K02437;K01754;K00282;K01620;K13745;K01752;K01758;K00382;K11440;K01079;K00872;K01834;K17217;K00274;K01697
ko00281,0.3887957959381074,0.6995555214720008,1.0,1.0,16,9,K12957;K01825;K01782;K13775;K13777;K01640;K00632;K01692;K13774,K12957;K01825;K01782
ko00333,-0.37617200129322764,-0.6614886315976286,1.0,1.0,20,3,K00208;K00645;K00059,K00208;K00645;K00059
ko00380,0.3248260074833321,0.7532461835598935,1.0,1.0,80,24,K03782;K01825;K14264;K07130;K01782;K00486;K01432;K04103;K03392;K01556;K00658;K10217;K00626;K03781;K01667;K07511;K01426;K00252;K00128;K00382;K01692;K21801;K01501;K00274,K03782;K01825;K14264;K07130;K01782;K00486;K01432;K04103;K03392
ko00472,0.27566656189481564,0.5061124089203632,1.0,1.0,9,5,K17898;K21898;K17899;K21672;K00824,K17898;K21898
ko00511,-0.12868868304576978,-0.3061982968724936,1.0,1.0,22,14,K12112;K15923;K12111;K12373;K01206;K01190;K01192;K01191;K01186;K01444;K01227;K01201;K17108;K13714,K01227;K01201;K17108;K13714
